"","Tube","SampleDate","Location","rep","length","weight"
"609",16,"Early","Bottom",18,19.91,0.193
"610",16,"Early","Top",2,23.13,0.193
"611",16,"Early","Bottom",8,20.15,0.191
"612",16,"Early","Bottom",12,19.23,0.19
"613",16,"Early","Bottom",15,20.17,0.19
"614",16,"Early","Top",4,20.92,0.187
"615",16,"Early","Top",3,18.13,0.182
"616",16,"Early","Bottom",20,19.97,0.181
"617",16,"Early","Top",1,17.96,0.179
"618",16,"Early","Top",15,16.6,0.176
"619",16,"Early","Top",9,16.79,0.176
"620",16,"Early","Top",16,17.26,0.176
"621",16,"Early","Top",13,16.87,0.173
"622",16,"Early","Bottom",16,20.64,0.144
"623",16,"Early","Bottom",7,20.83,0.141
"624",16,"Early","Bottom",17,20,0.14
"625",16,"Early","Bottom",19,21.05,0.138
"626",16,"Early","Bottom",10,19.86,0.137
"627",16,"Early","Bottom",9,18.52,0.135
"628",16,"Early","Bottom",14,20.43,0.134
"629",16,"Early","Bottom",5,19.63,0.133
"630",16,"Early","Bottom",3,20.51,0.133
"631",16,"Early","Bottom",1,19.32,0.132
"632",16,"Early","Bottom",13,18.13,0.131
"633",16,"Early","Top",20,18.38,0.13
"634",16,"Early","Top",18,18.48,0.13
"635",16,"Early","Top",17,18.7,0.129
"636",16,"Early","Top",8,17.89,0.127
"637",16,"Early","Top",7,20.8,0.126
"638",16,"Early","Top",11,18.41,0.124
"639",16,"Early","Top",6,19.33,0.122
"640",16,"Early","Top",19,17.35,0.113
"641",17,"Early","Bottom",1,23.78,0.217
"642",17,"Early","Bottom",4,22.31,0.211
"643",17,"Early","Bottom",5,22.69,0.21
"644",17,"Early","Bottom",15,22.68,0.208
"645",17,"Early","Top",1,22.42,0.207
"646",17,"Early","Bottom",3,22.71,0.207
"647",17,"Early","Bottom",20,23.32,0.206
"648",17,"Early","Top",10,21.65,0.203
"649",17,"Early","Top",12,22.94,0.203
"650",17,"Early","Top",2,21.52,0.202
"651",17,"Early","Top",17,21.52,0.201
"652",17,"Early","Bottom",6,22.87,0.201
"653",17,"Early","Top",6,23.53,0.201
"654",17,"Early","Top",19,22.38,0.2
"655",17,"Early","Top",8,22.13,0.199
"656",17,"Early","Top",4,21.5,0.198
"657",17,"Early","Bottom",2,22.06,0.154
"658",17,"Early","Bottom",16,22.53,0.15
"659",17,"Early","Bottom",12,22.05,0.148
"660",17,"Early","Bottom",11,19.71,0.145
"661",17,"Early","Top",13,21.04,0.145
"662",17,"Early","Bottom",8,20.66,0.143
"663",17,"Early","Bottom",10,20.66,0.143
"664",17,"Early","Top",14,21.52,0.143
"665",17,"Early","Bottom",17,19.75,0.142
"666",17,"Early","Top",11,20.52,0.142
"667",17,"Early","Bottom",7,21.25,0.142
"668",17,"Early","Top",15,21.53,0.142
"669",17,"Early","Bottom",18,20.92,0.141
"670",17,"Early","Bottom",9,20.33,0.14
"671",17,"Early","Bottom",14,20.89,0.14
"672",17,"Early","Top",9,21.71,0.139
"673",17,"Early","Bottom",19,20.2,0.137
"674",17,"Early","Top",3,21.68,0.137
"675",17,"Early","Bottom",13,21.33,0.136
"676",17,"Early","Top",16,21.16,0.135
"677",17,"Early","Top",7,20.46,0.134
"678",17,"Early","Top",5,20.76,0.132
"679",17,"Early","Top",18,19.08,0.131
"680",17,"Early","Top",20,20.52,0.129
"681",18,"Early","Bottom",6,22.49,0.215
"682",18,"Early","Top",10,22.85,0.213
"683",18,"Early","Top",16,23.39,0.21
"684",18,"Early","Top",8,21.29,0.208
"685",18,"Early","Top",1,21.84,0.206
"686",18,"Early","Top",17,22.62,0.204
"687",18,"Early","Bottom",1,19.78,0.201
"688",18,"Early","Top",11,21.19,0.199
"689",18,"Early","Bottom",4,19.4,0.193
"690",18,"Early","Bottom",5,20.41,0.147
"691",18,"Early","Top",9,20.73,0.146
"692",18,"Early","Top",20,21.09,0.145
"693",18,"Early","Top",6,21.21,0.145
"694",18,"Early","Top",4,20.62,0.144
"695",18,"Early","Top",15,21.46,0.143
"696",18,"Early","Top",3,20.51,0.142
"697",18,"Early","Top",19,18.17,0.141
"698",18,"Early","Bottom",2,21.4,0.141
"699",18,"Early","Top",2,19.95,0.14
"700",18,"Early","Top",13,20.55,0.139
"701",18,"Early","Top",14,20.32,0.138
"702",18,"Early","Top",18,20.33,0.138
"703",18,"Early","Top",12,20.62,0.136
"704",18,"Early","Top",7,20.29,0.135
"705",18,"Early","Bottom",8,19.18,0.133
"706",18,"Early","Bottom",3,18.93,0.132
"707",18,"Early","Top",5,20.69,0.128
"721",19,"Early","Bottom",17,21.94,0.213
"722",19,"Early","Top",6,21.43,0.207
"723",19,"Early","Bottom",2,21.64,0.207
"724",19,"Early","Top",11,22.24,0.207
"725",19,"Early","Bottom",20,21.59,0.205
"726",19,"Early","Top",15,22.83,0.205
"727",19,"Early","Top",3,21.69,0.201
"728",19,"Early","Top",20,21.26,0.199
"729",19,"Early","Top",2,22.08,0.199
"730",19,"Early","Top",18,22.07,0.196
"731",19,"Early","Bottom",15,22.31,0.196
"732",19,"Early","Bottom",8,19.36,0.195
"733",19,"Early","Bottom",4,18.82,0.194
"734",19,"Early","Bottom",5,20.15,0.194
"735",19,"Early","Top",7,21.41,0.192
"736",19,"Early","Top",10,21.03,0.191
"737",19,"Early","Top",12,20.72,0.188
"738",19,"Early","Top",16,20.79,0.185
"739",19,"Early","Bottom",16,16.08,0.174
"740",19,"Early","Bottom",13,21.53,0.158
"741",19,"Early","Bottom",11,20.77,0.152
"742",19,"Early","Top",1,22.31,0.147
"743",19,"Early","Bottom",6,20.25,0.146
"744",19,"Early","Bottom",14,19.22,0.145
"745",19,"Early","Bottom",3,21.3,0.145
"746",19,"Early","Bottom",12,19.91,0.141
"747",19,"Early","Bottom",19,20.11,0.141
"748",19,"Early","Bottom",7,20.13,0.14
"749",19,"Early","Top",4,20,0.138
"750",19,"Early","Bottom",9,19.14,0.137
"751",19,"Early","Bottom",18,19.78,0.136
"752",19,"Early","Bottom",1,20.2,0.135
"753",19,"Early","Top",17,20.19,0.132
"754",19,"Early","Top",13,19.84,0.131
"755",19,"Early","Top",19,19.19,0.128
"756",19,"Early","Top",14,20.22,0.127
"757",19,"Early","Top",5,18.78,0.124
"758",19,"Early","Top",8,20.26,0.123
"759",19,"Early","Top",9,18.21,0.12
"760",19,"Early","Bottom",10,20.04,0.092
"761",20,"Late","Bottom",10,22.35,0.222
"762",20,"Late","Bottom",14,22.18,0.218
"763",20,"Late","Bottom",12,22.93,0.217
"764",20,"Late","Bottom",17,21.47,0.214
"765",20,"Late","Bottom",19,21.29,0.213
"766",20,"Late","Bottom",11,22.08,0.213
"767",20,"Late","Bottom",9,21.58,0.212
"768",20,"Late","Bottom",7,22.32,0.211
"769",20,"Late","Top",1,22.52,0.211
"770",20,"Late","Top",17,22.88,0.211
"771",20,"Late","Bottom",18,22.22,0.21
"772",20,"Late","Top",18,23.24,0.209
"773",20,"Late","Top",15,23.64,0.207
"774",20,"Late","Bottom",16,21.85,0.206
"775",20,"Late","Top",12,22.77,0.206
"776",20,"Late","Bottom",20,22.96,0.206
"777",20,"Late","Top",11,23.48,0.205
"778",20,"Late","Top",16,20.92,0.204
"779",20,"Late","Top",5,22.33,0.204
"780",20,"Late","Top",9,23.39,0.201
"781",20,"Late","Bottom",13,17.14,0.199
"782",20,"Late","Bottom",15,18.8,0.197
"783",20,"Late","Bottom",8,21,0.193
"784",20,"Late","Top",2,20.91,0.153
"785",20,"Late","Bottom",3,18.89,0.152
"786",20,"Late","Bottom",6,21.02,0.152
"787",20,"Late","Bottom",5,22.87,0.149
"788",20,"Late","Bottom",2,20.26,0.147
"789",20,"Late","Bottom",1,18.48,0.146
"790",20,"Late","Top",8,23,0.146
"791",20,"Late","Top",4,21.44,0.145
"792",20,"Late","Top",3,20.9,0.144
"793",20,"Late","Top",10,20.25,0.143
"794",20,"Late","Bottom",4,20.56,0.143
"795",20,"Late","Top",14,22.18,0.141
"796",20,"Late","Top",13,21.46,0.14
"797",20,"Late","Top",6,22.96,0.14
"798",20,"Late","Top",20,21.33,0.139
"799",20,"Late","Top",19,19.35,0.135
"800",20,"Late","Top",7,19.81,0.133
"801",21,"Late","Top",3,21.41,0.228
"802",21,"Late","Top",4,22.81,0.226
"803",21,"Late","Top",1,23.2,0.224
"804",21,"Late","Top",2,23.34,0.224
"805",21,"Late","Top",11,21.37,0.222
"806",21,"Late","Top",8,21.6,0.221
"807",21,"Late","Top",18,23.16,0.22
"808",21,"Late","Top",6,22.05,0.216
"809",21,"Late","Top",7,22.85,0.215
"810",21,"Late","Top",16,22.92,0.215
"811",21,"Late","Top",12,22.07,0.214
"812",21,"Late","Top",10,22.7,0.214
"813",21,"Late","Top",13,22.51,0.213
"814",21,"Late","Bottom",11,21.82,0.212
"815",21,"Late","Bottom",17,22.51,0.212
"816",21,"Late","Top",9,22.32,0.211
"817",21,"Late","Bottom",18,24.21,0.211
"818",21,"Late","Bottom",7,22.63,0.21
"819",21,"Late","Top",19,22.79,0.21
"820",21,"Late","Bottom",16,20.97,0.207
"821",21,"Late","Bottom",9,23.12,0.206
"822",21,"Late","Bottom",19,22.97,0.205
"823",21,"Late","Bottom",8,23.22,0.205
"824",21,"Late","Bottom",13,21.86,0.201
"825",21,"Late","Bottom",6,21.04,0.192
"826",21,"Late","Bottom",2,20.8,0.19
"827",21,"Late","Bottom",4,19.17,0.186
"828",21,"Late","Top",5,22.03,0.169
"829",21,"Late","Top",15,20.72,0.167
"830",21,"Late","Top",17,21.91,0.158
"831",21,"Late","Top",14,21.36,0.156
"832",21,"Late","Top",20,20.6,0.151
"833",21,"Late","Bottom",3,21.15,0.144
"834",21,"Late","Bottom",15,19.95,0.141
"835",21,"Late","Bottom",1,20.81,0.141
"836",21,"Late","Bottom",5,19.95,0.14
"837",21,"Late","Bottom",12,21.3,0.136
"838",21,"Late","Bottom",20,21.6,0.134
"839",21,"Late","Bottom",10,18.16,0.127
"840",21,"Late","Bottom",14,19.91,0.126
"841",22,"Late","Bottom",10,21.92,0.205
"842",22,"Late","Top",3,23.5,0.205
"843",22,"Late","Bottom",6,21.6,0.202
"844",22,"Late","Bottom",19,22.89,0.202
"845",22,"Late","Bottom",11,23.25,0.202
"846",22,"Late","Bottom",7,22.47,0.201
"847",22,"Late","Bottom",16,21.62,0.199
"848",22,"Late","Bottom",2,21.69,0.199
"849",22,"Late","Top",7,23.32,0.199
"850",22,"Late","Bottom",18,21.25,0.197
"851",22,"Late","Bottom",9,22.19,0.196
"852",22,"Late","Bottom",8,21.91,0.193
"853",22,"Late","Bottom",20,21.32,0.19
"854",22,"Late","Top",8,19.74,0.186
"855",22,"Late","Bottom",4,20.95,0.185
"856",22,"Late","Top",2,22.17,0.149
"857",22,"Late","Top",4,20.92,0.147
"858",22,"Late","Top",9,20.52,0.146
"859",22,"Late","Top",10,20.94,0.142
"860",22,"Late","Bottom",13,19.97,0.138
"861",22,"Late","Bottom",1,21.18,0.138
"862",22,"Late","Top",6,20.99,0.136
"863",22,"Late","Bottom",3,21.13,0.131
"864",22,"Late","Top",5,21.43,0.131
"865",22,"Late","Top",1,18.24,0.13
"866",22,"Late","Bottom",12,21.98,0.13
"867",22,"Late","Bottom",14,20.06,0.129
"868",22,"Late","Bottom",5,19.15,0.128
"869",22,"Late","Bottom",17,19.61,0.128
"870",22,"Late","Bottom",15,16.96,0.122
"881",23,"Late","Top",12,22.37,0.216
"882",23,"Late","Bottom",7,22.31,0.213
"883",23,"Late","Top",16,23.32,0.213
"884",23,"Late","Bottom",3,23.51,0.212
"885",23,"Late","Top",5,21.88,0.21
"886",23,"Late","Top",10,22.26,0.21
"887",23,"Late","Top",17,21.84,0.209
"888",23,"Late","Bottom",18,20.96,0.208
"889",23,"Late","Bottom",2,23.19,0.203
"890",23,"Late","Bottom",9,21.43,0.201
"891",23,"Late","Top",3,22.38,0.199
"892",23,"Late","Bottom",5,20.35,0.198
"893",23,"Late","Bottom",20,20.35,0.197
"894",23,"Late","Bottom",16,21.64,0.197
"895",23,"Late","Bottom",13,19.96,0.196
"896",23,"Late","Bottom",19,20.22,0.196
"897",23,"Late","Top",7,22.6,0.151
"898",23,"Late","Top",18,22.89,0.151
"899",23,"Late","Bottom",4,21.09,0.15
"900",23,"Late","Top",1,21.6,0.15
"901",23,"Late","Top",14,20.47,0.149
"902",23,"Late","Top",11,21.63,0.149
"903",23,"Late","Top",6,21.7,0.149
"904",23,"Late","Top",13,20.37,0.148
"905",23,"Late","Top",2,21.15,0.148
"906",23,"Late","Top",8,21.2,0.148
"907",23,"Late","Top",20,21.29,0.147
"908",23,"Late","Bottom",17,21.4,0.146
"909",23,"Late","Top",15,20.94,0.143
"910",23,"Late","Bottom",6,21.22,0.143
"911",23,"Late","Top",9,19.56,0.142
"912",23,"Late","Bottom",14,19.98,0.141
"913",23,"Late","Bottom",10,20.11,0.139
"914",23,"Late","Top",19,20.98,0.139
"915",23,"Late","Bottom",8,19.84,0.138
"916",23,"Late","Bottom",15,20.4,0.134
"917",23,"Late","Bottom",1,19.16,0.133
"918",23,"Late","Bottom",11,21.32,0.133
"919",23,"Late","Bottom",12,19.41,0.132
"920",23,"Late","Top",4,19.39,0.125
"921",24,"Late","Bottom",10,23.39,0.215
"922",24,"Late","Bottom",7,23.15,0.212
"923",24,"Late","Bottom",15,22.29,0.209
"924",24,"Late","Bottom",4,22.55,0.208
"925",24,"Late","Bottom",6,22.67,0.208
"926",24,"Late","Top",14,24.23,0.207
"927",24,"Late","Bottom",1,21.78,0.206
"928",24,"Late","Top",1,22.94,0.202
"929",24,"Late","Bottom",20,23.43,0.202
"930",24,"Late","Top",4,23.72,0.202
"931",24,"Late","Top",5,21.5,0.2
"932",24,"Late","Top",17,21.76,0.2
"933",24,"Late","Top",16,22.16,0.198
"934",24,"Late","Bottom",17,21.41,0.194
"935",24,"Late","Top",13,21.74,0.192
"936",24,"Late","Bottom",5,20.12,0.189
"937",24,"Late","Top",20,20.61,0.187
"938",24,"Late","Top",3,20.83,0.184
"939",24,"Late","Bottom",14,21.11,0.15
"940",24,"Late","Bottom",12,20.73,0.149
"941",24,"Late","Bottom",11,21.88,0.149
"942",24,"Late","Bottom",18,20.95,0.146
"943",24,"Late","Top",10,21.46,0.146
"944",24,"Late","Top",8,22.46,0.145
"945",24,"Late","Bottom",16,20.62,0.144
"946",24,"Late","Bottom",2,21.73,0.144
"947",24,"Late","Bottom",3,20.3,0.143
"948",24,"Late","Bottom",9,20.48,0.142
"949",24,"Late","Bottom",19,20.57,0.14
"950",24,"Late","Bottom",13,20.72,0.14
"951",24,"Late","Top",2,19.62,0.137
"952",24,"Late","Top",15,22.18,0.137
"953",24,"Late","Top",18,19.2,0.136
"954",24,"Late","Top",19,21.26,0.136
"955",24,"Late","Top",11,20.42,0.135
"956",24,"Late","Bottom",8,22.5,0.134
"957",24,"Late","Top",7,19.77,0.13
"958",24,"Late","Top",6,20.31,0.13
"959",24,"Late","Top",12,16.48,0.123
"960",24,"Late","Top",9,20.04,0.123
"962",25,"Late","Top",1,22.8,0.239
"963",25,"Late","Top",5,22.17,0.222
"964",25,"Late","Top",8,24.34,0.212
"965",25,"Late","Bottom",17,23.61,0.21
"966",25,"Late","Top",6,21.86,0.209
"967",25,"Late","Bottom",10,22.85,0.206
"968",25,"Late","Bottom",15,21.92,0.204
"969",25,"Late","Top",12,20.83,0.202
"970",25,"Late","Bottom",5,22.56,0.201
"971",25,"Late","Bottom",8,22.56,0.2
"972",25,"Late","Bottom",13,24.12,0.2
"973",25,"Late","Bottom",16,22.63,0.194
"974",25,"Late","Bottom",2,19.96,0.19
"975",25,"Late","Bottom",18,20.76,0.187
"976",25,"Late","Top",4,21.34,0.187
"977",25,"Late","Bottom",11,19.83,0.184
"978",25,"Late","Top",9,17.82,0.177
"979",25,"Late","Top",2,22.48,0.151
"980",25,"Late","Bottom",1,21.16,0.15
"981",25,"Late","Top",3,22.54,0.148
"982",25,"Late","Top",11,20.17,0.146
"983",25,"Late","Bottom",3,21.6,0.146
"984",25,"Late","Bottom",7,19.67,0.145
"985",25,"Late","Bottom",12,21.96,0.145
"986",25,"Late","Bottom",9,21.04,0.144
"987",25,"Late","Bottom",20,20.45,0.141
"988",25,"Late","Bottom",4,19.7,0.139
"989",25,"Late","Top",7,21.55,0.138
"990",25,"Late","Top",10,20.05,0.135
"991",25,"Late","Bottom",19,19.05,0.12
"992",25,"Late","Bottom",6,19.28,0.12
"1001",26,"Late","Top",11,21.97,0.329
"1002",26,"Late","Bottom",7,20.81,0.226
"1003",26,"Late","Bottom",16,23.39,0.22
"1004",26,"Late","Bottom",4,23.05,0.219
"1005",26,"Late","Bottom",12,23.16,0.213
"1006",26,"Late","Top",6,24.28,0.212
"1007",26,"Late","Top",20,22.95,0.211
"1008",26,"Late","Top",5,22.06,0.21
"1009",26,"Late","Bottom",3,22.63,0.208
"1010",26,"Late","Bottom",5,22.58,0.207
"1011",26,"Late","Top",14,23.79,0.207
"1012",26,"Late","Bottom",10,22.7,0.206
"1013",26,"Late","Top",17,23.11,0.205
"1014",26,"Late","Top",13,22.94,0.203
"1015",26,"Late","Top",16,24.09,0.202
"1016",26,"Late","Top",1,23.07,0.201
"1017",26,"Late","Top",2,21.13,0.196
"1018",26,"Late","Top",7,22.15,0.193
"1019",26,"Late","Top",9,22.37,0.193
"1020",26,"Late","Top",12,20.95,0.186
"1021",26,"Late","Bottom",9,21.75,0.149
"1022",26,"Late","Bottom",18,22.14,0.146
"1023",26,"Late","Top",4,21.81,0.145
"1024",26,"Late","Bottom",15,22.03,0.145
"1025",26,"Late","Top",3,20.86,0.144
"1026",26,"Late","Bottom",19,20.24,0.143
"1027",26,"Late","Top",18,20.62,0.142
"1028",26,"Late","Bottom",17,20.81,0.142
"1029",26,"Late","Top",15,20.94,0.142
"1030",26,"Late","Bottom",11,19.75,0.141
"1031",26,"Late","Bottom",2,21.36,0.141
"1032",26,"Late","Bottom",20,20.13,0.139
"1033",26,"Late","Top",8,20.95,0.139
"1034",26,"Late","Bottom",6,19.59,0.138
"1035",26,"Late","Bottom",13,19.71,0.136
"1036",26,"Late","Bottom",8,18.91,0.134
"1037",26,"Late","Top",10,21.88,0.133
"1038",26,"Late","Top",19,19.48,0.13
"1039",26,"Late","Bottom",14,16.04,0.128
"1040",26,"Late","Bottom",1,17.94,0.126
"1041",27,"Late","Top",13,24.55,0.218
"1042",27,"Late","Top",12,23.18,0.217
"1043",27,"Late","Top",18,22.83,0.215
"1044",27,"Late","Top",5,24.68,0.214
"1045",27,"Late","Bottom",5,23.01,0.212
"1046",27,"Late","Bottom",9,23.1,0.211
"1047",27,"Late","Top",2,21.84,0.209
"1048",27,"Late","Top",4,22.9,0.209
"1049",27,"Late","Top",17,22.31,0.208
"1050",27,"Late","Top",19,23.91,0.207
"1051",27,"Late","Bottom",2,23.57,0.202
"1052",27,"Late","Top",1,17.79,0.187
"1053",27,"Late","Top",9,22.16,0.158
"1054",27,"Late","Bottom",1,21.44,0.155
"1055",27,"Late","Bottom",7,21.77,0.155
"1056",27,"Late","Top",14,23.62,0.155
"1057",27,"Late","Top",10,21.9,0.153
"1058",27,"Late","Bottom",3,21.68,0.152
"1059",27,"Late","Top",6,21.86,0.152
"1060",27,"Late","Bottom",11,23.4,0.152
"1061",27,"Late","Bottom",10,21.01,0.151
"1062",27,"Late","Bottom",13,22,0.151
"1063",27,"Late","Bottom",12,20.25,0.15
"1064",27,"Late","Top",15,21.24,0.15
"1065",27,"Late","Bottom",4,22.95,0.149
"1066",27,"Late","Top",16,22.09,0.148
"1067",27,"Late","Bottom",8,21.3,0.147
"1068",27,"Late","Top",8,21.51,0.146
"1069",27,"Late","Top",11,20.72,0.145
"1070",27,"Late","Top",7,21.97,0.145
"1071",27,"Late","Top",3,20.15,0.14
"1072",27,"Late","Bottom",6,21.79,0.139
"1073",27,"Late","Top",20,19.8,0.136
"1074",27,"Late","Bottom",14,22.74,0.126
"1081",28,"Late","Bottom",10,20.86,0.215
"1082",28,"Late","Bottom",3,22.56,0.215
"1083",28,"Late","Bottom",5,22.33,0.214
"1084",28,"Late","Bottom",6,22.55,0.213
"1085",28,"Late","Bottom",18,21.05,0.211
"1086",28,"Late","Top",5,22.95,0.209
"1087",28,"Late","Bottom",19,21.15,0.207
"1088",28,"Late","Top",17,22.37,0.206
"1089",28,"Late","Bottom",7,20.39,0.205
"1090",28,"Late","Top",7,22.25,0.204
"1091",28,"Late","Top",16,19.6,0.202
"1092",28,"Late","Top",18,23.27,0.201
"1093",28,"Late","Top",8,21.2,0.199
"1094",28,"Late","Bottom",20,22.66,0.198
"1095",28,"Late","Bottom",12,21.27,0.196
"1096",28,"Late","Top",4,19.59,0.189
"1097",28,"Late","Bottom",14,20.63,0.153
"1098",28,"Late","Top",13,20.27,0.15
"1099",28,"Late","Bottom",1,21.15,0.15
"1100",28,"Late","Bottom",8,20.38,0.149
"1101",28,"Late","Bottom",2,18.09,0.148
"1102",28,"Late","Bottom",13,20,0.147
"1103",28,"Late","Top",14,20.31,0.146
"1104",28,"Late","Bottom",9,19.28,0.143
"1105",28,"Late","Top",19,21.23,0.143
"1106",28,"Late","Top",3,20.24,0.14
"1107",28,"Late","Top",11,18.88,0.139
"1108",28,"Late","Bottom",11,19.62,0.138
"1109",28,"Late","Top",2,19.96,0.138
"1110",28,"Late","Top",20,20.39,0.138
"1111",28,"Late","Bottom",16,20.62,0.137
"1112",28,"Late","Bottom",15,18.27,0.136
"1113",28,"Late","Top",15,20.19,0.136
"1114",28,"Late","Top",6,21.17,0.134
"1115",28,"Late","Top",9,20.53,0.132
"1116",28,"Late","Top",12,19.45,0.13
"1117",28,"Late","Bottom",17,16.54,0.129
"1118",28,"Late","Top",1,20.88,0.128
"1119",28,"Late","Bottom",4,20.27,0.125
"1120",28,"Late","Top",10,15.08,0.115
"1121",29,"Late","Bottom",2,22.03,0.21
"1122",29,"Late","Bottom",16,23.19,0.208
"1123",29,"Late","Top",4,21.77,0.207
"1124",29,"Late","Bottom",7,20.67,0.206
"1125",29,"Late","Bottom",3,23.21,0.204
"1126",29,"Late","Top",12,21.35,0.199
"1127",29,"Late","Top",5,21.92,0.195
"1128",29,"Late","Top",11,19.94,0.189
"1129",29,"Late","Bottom",11,20.88,0.189
"1130",29,"Late","Top",14,19.27,0.185
"1131",29,"Late","Bottom",18,19.35,0.184
"1132",29,"Late","Top",19,19.82,0.182
"1133",29,"Late","Top",20,19.02,0.18
"1134",29,"Late","Top",3,17.76,0.177
"1135",29,"Late","Top",7,17.39,0.173
"1136",29,"Late","Bottom",8,21.07,0.151
"1137",29,"Late","Bottom",4,21.61,0.15
"1138",29,"Late","Top",13,21.44,0.148
"1139",29,"Late","Bottom",5,21.84,0.147
"1140",29,"Late","Bottom",9,20.36,0.146
"1141",29,"Late","Bottom",1,20.36,0.145
"1142",29,"Late","Bottom",12,20.48,0.144
"1143",29,"Late","Top",2,22.34,0.144
"1144",29,"Late","Top",1,20.34,0.143
"1145",29,"Late","Bottom",14,19.41,0.14
"1146",29,"Late","Top",10,19.41,0.139
"1147",29,"Late","Bottom",10,19.65,0.138
"1148",29,"Late","Bottom",17,20.63,0.138
"1149",29,"Late","Bottom",15,21.12,0.138
"1150",29,"Late","Top",9,19.05,0.132
"1151",29,"Late","Top",8,20.1,0.132
"1152",29,"Late","Bottom",6,19.98,0.131
"1153",29,"Late","Top",6,19.61,0.129
"1154",29,"Late","Bottom",13,20.41,0.128
"1155",29,"Late","Top",17,17.86,0.126
"1156",29,"Late","Top",16,19.05,0.126
"1157",29,"Late","Bottom",20,19.45,0.126
"1158",29,"Late","Top",18,19.52,0.121
"1159",29,"Late","Top",15,15.65,0.118
"1160",29,"Late","Bottom",19,15.53,0.11
"1161",30,"Late","Top",9,23.42,0.219
"1162",30,"Late","Top",11,22.42,0.21
"1163",30,"Late","Top",15,22.65,0.21
"1164",30,"Late","Top",6,23.28,0.21
"1165",30,"Late","Top",10,21.53,0.209
"1166",30,"Late","Top",13,22.7,0.209
"1167",30,"Late","Top",18,22.56,0.207
"1168",30,"Late","Bottom",9,21.22,0.206
"1169",30,"Late","Bottom",12,22.28,0.206
"1170",30,"Late","Bottom",8,22,0.202
"1171",30,"Late","Bottom",20,22.05,0.202
"1172",30,"Late","Top",17,21.77,0.201
"1173",30,"Late","Bottom",7,21.89,0.2
"1174",30,"Late","Bottom",11,20.89,0.197
"1175",30,"Late","Bottom",5,20.86,0.192
"1176",30,"Late","Top",7,22.09,0.156
"1177",30,"Late","Bottom",13,21.64,0.153
"1178",30,"Late","Top",4,20.28,0.152
"1179",30,"Late","Top",20,20.84,0.15
"1180",30,"Late","Bottom",2,20.95,0.15
"1181",30,"Late","Top",8,19.74,0.149
"1182",30,"Late","Top",16,21.71,0.149
"1183",30,"Late","Bottom",15,19.92,0.148
"1184",30,"Late","Bottom",6,22.07,0.148
"1185",30,"Late","Top",19,22.15,0.147
"1186",30,"Late","Top",2,23.01,0.147
"1187",30,"Late","Bottom",1,19.67,0.146
"1188",30,"Late","Top",5,20.62,0.146
"1189",30,"Late","Bottom",4,19.96,0.145
"1190",30,"Late","Bottom",17,20.83,0.145
"1191",30,"Late","Top",12,20.22,0.142
"1192",30,"Late","Top",14,21.07,0.14
"1193",30,"Late","Bottom",16,21.81,0.138
"1194",30,"Late","Top",3,19.72,0.136
"1195",30,"Late","Bottom",19,21.22,0.135
"1196",30,"Late","Bottom",10,18.87,0.133
"1197",30,"Late","Bottom",14,20.07,0.132
"1198",30,"Late","Bottom",3,19.58,0.131
"1199",30,"Late","Top",1,18.82,0.129
"1200",30,"Late","Bottom",18,19.57,0.129
