Temp;O2;DevPeriod;RepNumber;HatchDay
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;37
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;38
12;5;3;68;39
12;5;3;68;39
12;5;3;68;39
12;5;3;68;39
12;5;3;69;37
12;5;3;69;37
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;38
12;5;3;69;39
12;5;3;69;39
12;5;3;69;39
12;5;3;69;39
12;5;3;69;39
12;5;3;69;39
12;5;3;70;36
12;5;3;70;37
12;5;3;70;37
12;5;3;70;37
12;5;3;70;37
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;38
12;5;3;70;39
12;5;3;70;39
12;5;3;70;39
12;5;3;70;39
12;5;3;70;40
12;5;3;71;37
12;5;3;71;37
12;5;3;71;37
12;5;3;71;37
12;5;3;71;37
12;5;3;71;37
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;38
12;5;3;71;40
12;5;3;72;37
12;5;3;72;38
12;5;3;72;38
12;5;3;72;38
12;5;3;72;38
12;5;3;72;38
12;5;3;72;38
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;5;3;72;39
12;11;1;82;37
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;38
12;11;1;82;39
12;11;1;82;39
12;11;1;82;39
12;11;1;82;39
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;38
12;11;1;83;39
12;11;1;83;39
12;11;1;83;39
12;11;1;83;39
12;11;1;83;39
12;11;1;83;43
12;11;1;84;38
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;39
12;11;1;84;42
12;11;1;84;46
12;11;1;85;38
12;11;1;85;38
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;39
12;11;1;85;40
12;11;1;85;40
12;11;1;86;38
12;11;1;86;38
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;39
12;11;1;86;46
12;11;1;86;46
12;11;1;87;37
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;38
12;11;1;87;39
12;11;1;87;39
12;11;1;87;39
12;11;1;87;39
12;11;1;87;39
12;11;1;87;39
12;11;1;87;39
12;11;1;87;39
12;11;1;87;39
12;11;1;87;41
12;11;1;87;41
12;11;1;88;38
12;11;1;88;38
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;39
12;11;1;88;40
12;11;1;88;40
12;11;1;89;38
12;11;1;89;38
12;11;1;89;38
12;11;1;89;38
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;89;39
12;11;1;90;37
12;11;1;90;38
12;11;1;90;38
12;11;1;90;38
12;11;1;90;38
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;39
12;11;1;90;40
12;11;1;90;42
12;11;2;91;38
12;11;2;91;38
12;11;2;91;38
12;11;2;91;38
12;11;2;91;38
12;11;2;91;38
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;39
12;11;2;91;40
12;11;2;91;40
12;11;2;91;40
12;11;2;91;40
12;11;2;92;38
12;11;2;92;38
12;11;2;92;38
12;11;2;92;38
12;11;2;92;38
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;39
12;11;2;92;41
12;11;2;93;37
12;11;2;93;38
12;11;2;93;38
12;11;2;93;38
12;11;2;93;38
12;11;2;93;38
12;11;2;93;38
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;93;39
12;11;2;94;37
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;38
12;11;2;94;42
12;11;2;94;42
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;37
12;11;2;95;38
12;11;2;95;38
12;11;2;95;39
12;11;2;95;39
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;38
12;11;2;96;39
12;11;2;96;39
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;38
12;11;2;97;39
12;11;2;97;39
12;11;2;97;39
12;11;2;97;39
12;11;2;97;39
12;11;2;97;39
12;11;2;97;39
12;11;2;97;39
12;11;2;97;39
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;38
12;11;2;98;39
12;11;2;98;39
12;11;2;98;39
12;11;2;98;39
12;11;2;98;39
12;11;2;98;39
12;11;2;98;39
12;11;2;98;39
12;11;2;98;48
12;11;2;99;37
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;38
12;11;2;99;39
12;11;2;99;39
12;11;2;99;39
12;11;2;99;39
12;11;2;99;39
12;11;2;99;39
12;11;2;99;39
12;11;2;99;40
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;39
12;11;3;100;40
12;11;3;100;40
12;11;3;100;40
12;11;3;100;40
12;11;3;100;41
12;11;3;101;37
12;11;3;101;38
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;39
12;11;3;101;40
12;11;3;101;40
12;11;3;101;40
12;11;3;101;40
12;11;3;101;40
12;11;3;101;40
12;11;3;101;40
12;11;3;102;35
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;39
12;11;3;102;40
12;11;3;102;40
12;11;3;102;40
12;11;3;102;40
12;11;3;102;40
12;11;3;102;40
12;11;3;102;40
12;11;3;102;40
12;11;3;103;39
12;11;3;103;39
12;11;3;103;39
12;11;3;103;39
12;11;3;103;39
12;11;3;103;39
12;11;3;103;39
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;40
12;11;3;103;41
12;11;3;103;41
12;11;3;104;37
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;39
12;11;3;104;40
12;11;3;104;40
12;11;3;104;40
12;11;3;104;41
12;11;3;105;37
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;39
12;11;3;105;40
12;11;3;105;40
12;11;3;105;40
12;11;3;105;40
12;11;3;105;40
12;11;3;105;40
12;11;3;105;40
12;11;3;105;40
12;11;3;105;40
12;11;3;105;40
12;11;3;106;38
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;39
12;11;3;106;40
12;11;3;106;40
12;11;3;107;37
12;11;3;107;38
12;11;3;107;38
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;39
12;11;3;107;40
12;11;3;107;40
12;11;3;107;40
12;11;3;107;40
12;11;3;107;40
12;11;3;107;40
12;11;3;107;40
12;11;3;107;41
12;11;3;108;36
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;39
12;11;3;108;40
12;11;3;108;40
12;11;3;108;40
12;11;3;108;40
12;11;3;108;40
12;11;3;108;40
12;11;3;108;40
12;11;3;108;40
12;11;3;108;40
12;11;3;108;40
14.5;2.5;1;118;39
14.5;2.5;1;118;39
14.5;2.5;1;118;39
14.5;2.5;1;118;39
14.5;2.5;1;118;39
14.5;2.5;1;118;39
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;40
14.5;2.5;1;118;41
14.5;2.5;1;118;41
14.5;2.5;1;118;41
14.5;2.5;1;118;43
14.5;2.5;1;118;46
14.5;2.5;1;119;39
14.5;2.5;1;119;39
14.5;2.5;1;119;39
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;40
14.5;2.5;1;119;41
14.5;2.5;1;119;41
14.5;2.5;1;119;41
14.5;2.5;1;119;41
14.5;2.5;1;119;41
14.5;2.5;1;119;42
14.5;2.5;1;119;42
14.5;2.5;1;120;37
14.5;2.5;1;120;39
14.5;2.5;1;120;39
14.5;2.5;1;120;40
14.5;2.5;1;120;40
14.5;2.5;1;120;40
14.5;2.5;1;120;40
14.5;2.5;1;120;40
14.5;2.5;1;120;40
14.5;2.5;1;120;40
14.5;2.5;1;120;40
14.5;2.5;1;120;40
14.5;2.5;1;120;41
14.5;2.5;1;120;41
14.5;2.5;1;120;41
14.5;2.5;1;120;41
14.5;2.5;1;120;41
14.5;2.5;1;120;41
14.5;2.5;1;120;41
14.5;2.5;1;120;42
14.5;2.5;1;120;46
14.5;2.5;1;121;38
14.5;2.5;1;121;39
14.5;2.5;1;121;39
14.5;2.5;1;121;39
14.5;2.5;1;121;39
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;40
14.5;2.5;1;121;41
14.5;2.5;1;121;41
14.5;2.5;1;121;41
14.5;2.5;1;121;41
14.5;2.5;1;121;44
14.5;2.5;1;121;44
14.5;2.5;1;122;37
14.5;2.5;1;122;39
14.5;2.5;1;122;39
14.5;2.5;1;122;39
14.5;2.5;1;122;39
14.5;2.5;1;122;39
14.5;2.5;1;122;39
14.5;2.5;1;122;39
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;40
14.5;2.5;1;122;41
14.5;2.5;1;122;41
14.5;2.5;1;123;34
14.5;2.5;1;123;38
14.5;2.5;1;123;38
14.5;2.5;1;123;39
14.5;2.5;1;123;39
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;40
14.5;2.5;1;123;41
14.5;2.5;1;123;41
14.5;2.5;1;123;41
14.5;2.5;1;123;41
14.5;2.5;1;123;41
14.5;2.5;1;123;42
14.5;2.5;1;123;48
14.5;2.5;1;124;36
14.5;2.5;1;124;37
14.5;2.5;1;124;38
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;40
14.5;2.5;1;124;41
14.5;2.5;1;124;41
14.5;2.5;1;124;41
14.5;2.5;1;124;41
14.5;2.5;1;124;41
14.5;2.5;1;124;42
14.5;2.5;1;125;38
14.5;2.5;1;125;39
14.5;2.5;1;125;39
14.5;2.5;1;125;39
14.5;2.5;1;125;39
14.5;2.5;1;125;39
14.5;2.5;1;125;39
14.5;2.5;1;125;39
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;40
14.5;2.5;1;125;41
14.5;2.5;1;125;41
14.5;2.5;1;125;42
14.5;2.5;1;126;38
14.5;2.5;1;126;38
14.5;2.5;1;126;38
14.5;2.5;1;126;39
14.5;2.5;1;126;39
14.5;2.5;1;126;39
14.5;2.5;1;126;39
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;40
14.5;2.5;1;126;41
14.5;2.5;1;126;41
14.5;2.5;1;126;41
14.5;2.5;1;126;42
14.5;2.5;2;127;35
14.5;2.5;2;127;35
14.5;2.5;2;127;35
14.5;2.5;2;127;35
14.5;2.5;2;127;35
14.5;2.5;2;127;35
14.5;2.5;2;127;36
14.5;2.5;2;127;37
14.5;2.5;2;127;38
14.5;2.5;2;127;39
14.5;2.5;2;127;39
14.5;2.5;2;127;40
14.5;2.5;2;128;35
14.5;2.5;2;128;35
14.5;2.5;2;128;36
14.5;2.5;2;128;36
14.5;2.5;2;128;36
14.5;2.5;2;128;37
14.5;2.5;2;128;37
14.5;2.5;2;128;37
14.5;2.5;2;128;38
14.5;2.5;2;128;38
14.5;2.5;2;128;38
14.5;2.5;2;128;38
14.5;2.5;2;128;38
14.5;2.5;2;128;38
14.5;2.5;2;128;38
14.5;2.5;2;128;39
14.5;2.5;2;128;40
14.5;2.5;2;128;41
14.5;2.5;2;128;43
14.5;2.5;2;128;43
14.5;2.5;2;128;43
14.5;2.5;2;129;34
14.5;2.5;2;129;37
14.5;2.5;2;129;37
14.5;2.5;2;129;38
14.5;2.5;2;129;38
14.5;2.5;2;129;38
14.5;2.5;2;129;38
14.5;2.5;2;129;39
14.5;2.5;2;129;39
14.5;2.5;2;129;39
14.5;2.5;2;129;39
14.5;2.5;2;129;39
14.5;2.5;2;129;39
14.5;2.5;2;129;40
14.5;2.5;2;129;40
14.5;2.5;2;129;40
14.5;2.5;2;129;41
14.5;2.5;2;129;41
14.5;2.5;2;129;42
14.5;2.5;2;129;42
14.5;2.5;2;129;42
14.5;2.5;2;129;43
14.5;2.5;2;129;43
14.5;2.5;2;130;35
